,line,line_nostop,line_stemmed,line_length,word_count,tagged_line,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,symbol_count,list_markers_count,determiners_count,name_count,line_length_trans,word_count_trans,verb_percentage_trans,adj_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,number_percentage_trans,proper_noun_percentage_trans,company_count
172,Interviewed ,"['interviewed', '']","['interviewed', '']",11,2,"[('Interviewed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
173,Investigated  Modeled ,"['investigated', 'modeled', '']","['investigated', 'modeled', '']",19,3,"[('Investigated', 'VBN'), ('Modeled', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8019831273171423,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
174,Organized ,"['organized', '']","['organized', '']",9,2,"[('Organized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
175,Formed ,"['formed', '']","['formed', '']",6,2,"[('Formed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
176,Resolved ,"['resolved', '']","['resolved', '']",8,2,"[('Resolved', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
177,Identified ,"['identified', '']","['identified', '']",10,2,"[('Identified', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
178,Inspected ,"['inspected', '']","['inspected', '']",9,2,"[('Inspected', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
179,Reviewed ,"['reviewed', '']","['reviewed', '']",8,2,"[('Reviewed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
180,Summarized ,"['summarized', '']","['summarized', '']",10,2,"[('Summarized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
181,Surveyed ,"['surveyed', '']","['surveyed', '']",8,2,"[('Surveyed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
182,Systematized    Tested ,"['systematized', 'tested', '']","['systematized', 'tested', '']",18,3,"[('Systematized', 'VBN'), ('Tested', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7826024579660034,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
183,TECHNICAL ,"['technical', '']","['technical', '']",9,2,"[('TECHNICAL', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
184,Assembled ,"['assembled', '']","['assembled', '']",9,2,"[('Assembled', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
185,Built ,"['built', '']","['built', '']",5,2,"[('Built', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.379729661461215,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
186,Calculated ,"['calculated', '']","['calculated', '']",10,2,"[('Calculated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
187,Computed ,"['computed', '']","['computed', '']",8,2,"[('Computed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
188,Designed ,"['designed', '']","['designed', '']",8,2,"[('Designed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
189,Devised ,"['devised', '']","['devised', '']",7,2,"[('Devised', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
190,Engineered ,"['engineered', '']","['engineered', '']",10,2,"[('Engineered', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
191,Fabricated ,"['fabricated', '']","['fabricated', '']",10,2,"[('Fabricated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
192,Installed ,"['installed', '']","['installed', '']",9,2,"[('Installed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
193,Maintained  Operated ,"['maintained', 'operated', '']","['maintained', 'operated', '']",18,3,"[('Maintained', 'VBN'), ('Operated', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7826024579660034,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
194,Optimized ,"['optimized', '']","['optimized', '']",9,2,"[('Optimized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
195,Overhauled ,"['overhauled', '']","['overhauled', '']",10,2,"[('Overhauled', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
196,Programmed  Remodeled ,"['programmed', 'remodeled', '']","['programmed', 'remodeled', '']",19,3,"[('Programmed', 'NNP'), ('Remodeled', 'VBD')]",50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.8019831273171423,1.4422495703074083,7.0710678118654755,0.0,0.0,0.0,0.0,50.0,0
197,Repaired ,"['repaired', '']","['repaired', '']",8,2,"[('Repaired', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
198,Solved ,"['solved', '']","['solved', '']",6,2,"[('Solved', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
199,Standardized    Streamlined  Upgraded ,"['standardized', 'streamlined', 'upgraded', '']","['standardized', 'streamlined', 'upgraded', '']",31,4,"[('Standardized', 'VBN'), ('Streamlined', 'VBD'), ('Upgraded', 'NNP')]",66.7,0.0,0.0,0.0,0.0,33.300000000000004,0.0,0.0,0.0,0,1.9873407546644581,1.5874010519681994,8.167006795638168,0.0,0.0,0.0,0.0,33.300000000000004,0
200,TEACHING ,"['teaching', '']","['teaching', '']",8,2,"[('TEACHING', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
201,Adapted ,"['adapted', '']","['adapted', '']",7,2,"[('Adapted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
202,Enabled ,"['enabled', '']","['enabled', '']",7,2,"[('Enabled', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
203,Advised ,"['advised', '']","['advised', '']",7,2,"[('Advised', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
204,Clarified ,"['clarified', '']","['clarified', '']",9,2,"[('Clarified', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
205,Coached ,"['coached', '']","['coached', '']",7,2,"[('Coached', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
206,Communicated  Coordinated  Demystified  Developed ,"['communicated', 'coordinated', 'demystified', 'developed', '']","['communicated', 'coordinated', 'demystified', 'developed', '']",43,5,"[('Communicated', 'VBN'), ('Coordinated', 'NNP'), ('Demystified', 'NNP'), ('Developed', 'VBD')]",50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,2.121747460841898,1.7099759466766968,7.0710678118654755,0.0,0.0,0.0,0.0,50.0,0
207,Encouraged      Evaluated ,"['encouraged', 'evaluated', '']","['encouraged', 'evaluated', '']",19,3,"[('Encouraged', 'VBN'), ('Evaluated', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8019831273171423,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
208,Explained ,"['explained', '']","['explained', '']",9,2,"[('Explained', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
209,Facilitated ,"['facilitated', '']","['facilitated', '']",11,2,"[('Facilitated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
210,Persuaded ,"['persuaded', '']","['persuaded', '']",9,2,"[('Persuaded', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
211,Set Goals ,"['set', 'goals', '']","['set', 'goals', '']",8,3,"[('Set', 'NN'), ('Goals', 'NNS')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,0.0,0
212,Stimulated         Studied ,"['stimulated', 'studied', '']","['stimulated', 'studied', '']",17,3,"[('Stimulated', 'VBN'), ('Studied', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.762340347832317,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
213,Taught ,"['taught', '']","['taught', '']",6,2,"[('Taught', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
214,Guided ,"['guided', '']","['guided', '']",6,2,"[('Guided', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
215,Trained ,"['trained', '']","['trained', '']",7,2,"[('Trained', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
216,Informed ,"['informed', '']","['informed', '']",8,2,"[('Informed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
217,Instructed ,"['instructed', '']","['instructed', '']",10,2,"[('Instructed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
218,QUANTITATIVE ,"['quantitative', '']","['quantitative', '']",12,2,"[('QUANTITATIVE', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
219,Administered      Allocated ,"['administered', 'allocated', '']","['administered', 'allocated', '']",21,3,"[('Administered', 'NNP'), ('Allocated', 'VBD')]",50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.838416287252544,1.4422495703074083,7.0710678118654755,0.0,0.0,0.0,0.0,50.0,0
220,Analyzed ,"['analyzed', '']","['analyzed', '']",8,2,"[('Analyzed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
221,Appraised ,"['appraised', '']","['appraised', '']",9,2,"[('Appraised', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
222,Audited ,"['audited', '']","['audited', '']",7,2,"[('Audited', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
223,Balanced ,"['balanced', '']","['balanced', '']",8,2,"[('Balanced', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,100.0,0
224,Budgeted ,"['budgeted', '']","['budgeted', '']",8,2,"[('Budgeted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
225,Calculated ,"['calculated', '']","['calculated', '']",10,2,"[('Calculated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
226,Computed ,"['computed', '']","['computed', '']",8,2,"[('Computed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
227,Developed ,"['developed', '']","['developed', '']",9,2,"[('Developed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
228,Forecasted ,"['forecasted', '']","['forecasted', '']",10,2,"[('Forecasted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
229,Managed ,"['managed', '']","['managed', '']",7,2,"[('Managed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
230,Marketed ,"['marketed', '']","['marketed', '']",8,2,"[('Marketed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
231,Maximized ,"['maximized', '']","['maximized', '']",9,2,"[('Maximized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
232,Minimized ,"['minimized', '']","['minimized', '']",9,2,"[('Minimized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
233,Planned ,"['planned', '']","['planned', '']",7,2,"[('Planned', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
234,Projected ,"['projected', '']","['projected', '']",9,2,"[('Projected', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
235,Researched ,"['researched', '']","['researched', '']",10,2,"[('Researched', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
236,CREATIVE ,"['creative', '']","['creative', '']",8,2,"[('CREATIVE', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
237,Acted ,"['acted', '']","['acted', '']",5,2,"[('Acted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.379729661461215,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
238,Composed ,"['composed', '']","['composed', '']",8,2,"[('Composed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
239,Conceived ,"['conceived', '']","['conceived', '']",9,2,"[('Conceived', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
240,Conceptualized    Created ,"['conceptualized', 'created', '']","['conceptualized', 'created', '']",21,3,"[('Conceptualized', 'NNP'), ('Created', 'VBD')]",50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.838416287252544,1.4422495703074083,7.0710678118654755,0.0,0.0,0.0,0.0,50.0,0
241,Customized ,"['customized', '']","['customized', '']",10,2,"[('Customized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
242,Designed ,"['designed', '']","['designed', '']",8,2,"[('Designed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
243,Developed ,"['developed', '']","['developed', '']",9,2,"[('Developed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
244,Directed ,"['directed', '']","['directed', '']",8,2,"[('Directed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
245,Established ,"['established', '']","['established', '']",11,2,"[('Established', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
246,Fashioned ,"['fashioned', '']","['fashioned', '']",9,2,"[('Fashioned', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
247,Founded ,"['founded', '']","['founded', '']",7,2,"[('Founded', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
248,Illustrated ,"['illustrated', '']","['illustrated', '']",11,2,"[('Illustrated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
249,Initiated ,"['initiated', '']","['initiated', '']",9,2,"[('Initiated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
250,Instituted ,"['instituted', '']","['instituted', '']",10,2,"[('Instituted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
251,Integrated ,"['integrated', '']","['integrated', '']",10,2,"[('Integrated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
252,Introduced ,"['introduced', '']","['introduced', '']",10,2,"[('Introduced', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
253,Invented ,"['invented', '']","['invented', '']",8,2,"[('Invented', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
254,Originated ,"['originated', '']","['originated', '']",10,2,"[('Originated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
255,Performed ,"['performed', '']","['performed', '']",9,2,"[('Performed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
256,Planned ,"['planned', '']","['planned', '']",7,2,"[('Planned', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
257,Published ,"['published', '']","['published', '']",9,2,"[('Published', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
258,Redesigned ,"['redesigned', '']","['redesigned', '']",10,2,"[('Redesigned', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
259,Revised ,"['revised', '']","['revised', '']",7,2,"[('Revised', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
260,Revitalized ,"['revitalized', '']","['revitalized', '']",11,2,"[('Revitalized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
261,Shaped ,"['shaped', '']","['shaped', '']",6,2,"[('Shaped', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
262,Visualized ,"['visualized', '']","['visualized', '']",10,2,"[('Visualized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
263,HELPING ,"['helping', '']","['helping', '']",7,2,"[('HELPING', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
264,Assessed ,"['assessed', '']","['assessed', '']",8,2,"[('Assessed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
265,Assisted ,"['assisted', '']","['assisted', '']",8,2,"[('Assisted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
266,Clarified ,"['clarified', '']","['clarified', '']",9,2,"[('Clarified', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
267,Coached ,"['coached', '']","['coached', '']",7,2,"[('Coached', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
268,Counseled ,"['counseled', '']","['counseled', '']",9,2,"[('Counseled', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
269,Demonstrated  Diagnosed ,"['demonstrated', 'diagnosed', '']","['demonstrated', 'diagnosed', '']",21,3,"[('Demonstrated', 'VBN'), ('Diagnosed', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.838416287252544,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
270,Educated ,"['educated', '']","['educated', '']",8,2,"[('Educated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
271,Enhanced ,"['enhanced', '']","['enhanced', '']",8,2,"[('Enhanced', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,100.0,0
272,Expedited         Facilitated         Familiarized         Guided ,"['expedited', 'facilitated', 'familiarized', 'guided', '']","['expedited', 'facilitated', 'familiarized', 'guided', '']",38,5,"[('Expedited', 'VBN'), ('Facilitated', 'NNP'), ('Familiarized', 'NNP'), ('Guided', 'VBD')]",50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,2.069935054081614,1.7099759466766968,7.0710678118654755,0.0,0.0,0.0,0.0,50.0,0
273,Motivated ,"['motivated', '']","['motivated', '']",9,2,"[('Motivated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
274,Participated ,"['participated', '']","['participated', '']",12,2,"[('Participated', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
275,Proposed ,"['proposed', '']","['proposed', '']",8,2,"[('Proposed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
